nhgf_id,DA_SQKM,MAXDI_EROM,Dam_Index,TOT_ELEV_MEAN,TOT_ELEV_MAX,TOT_STREAM_SLOPE,TOT_MAXP6190,TOT_MAXWD6190,TOT_MINWD6190,TOT_RH,TOT_AET,TOT_CWD,TOT_BFI,TOT_CONTACT,TOT_IEOF,TOT_RECHG,TOT_SATOF,TOT_TWI,TOT_EWT,TOT_RF7100,TOT_MIRAD_2012,TOT_FRESHWATER_WD,TOT_STREAMRIVER,TOT_ARTIFICIAL,TOT_CONNECTOR,TOT_STRM_DENS,TOT_TOTAL_ROAD_DENS,TOT_HGA,TOT_HGB,TOT_HGC,TOT_HGD,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_KFACT,TOT_KFACT_UP,TOT_NO10AVE,TOT_NO200AVE,TOT_OM,TOT_ROCKDEP,TOT_BDAVE,TOT_WTDEP,TOT_SRL25AG,TOT_NLCD19_31,TOT_NLCD19_41,TOT_NLCD19_43,TOT_NLCD19_71,TOT_NLCD19_81,TOT_NLCD19_FOREST,TOT_NLCD19_WETLAND
44295,1001.49,8.49,0.01,2790.31,4028.37,0.047552,96.06,12.65,5.87,51.55,488.84,1.74,63.01,124.02,3.78,271.08,0.19,10.02,-56.24,35.33,2.18,4.97,90.73,0.58,0.21,0.59,0.57,0.44,39.17,27.65,31.86,41.75,23.62,34.63,0.29,0.23,78.02,52.49,4.57,45.46,1.32,5.63,60.75,2.43,9.35,7.14,11.39,1.24,64.53,2.76
44296,1612.47,7.19,0.01,2707.33,4028.37,0.043309,90.54,12.39,5.75,51.64,481.43,1.75,63.2,157.82,4.44,242.59,0.43,10.12,-54.25,35.64,1.63,5.76,92.03,0.52,0.13,0.6,0.54,0.49,37.54,29.78,31.43,41.47,25.18,33.35,0.3,0.24,78.79,54.1,3.27,45.86,1.34,5.65,56.16,2.18,9.82,7.39,8.91,1.02,62.84,2.49
44297,1345.03,253.32,0.17,2735.02,4283.15,0.031707,91.12,12.78,5.22,53.2,401.46,1.73,64.5,1571.98,9.1,208.55,0.27,10.41,-52.26,29.71,6.31,13.19,83.11,3,0.05,0.5,0.93,3.69,36.42,26.17,35.48,39.18,25.66,35.16,0.29,0.22,72.33,48.45,0.68,43.04,1.4,5.84,48.7,5.53,10.01,2.86,14.29,6.64,49.71,2.47
44298,1355.05,253.17,0.17,2729.74,4283.15,0.031434,90.82,12.75,5.21,53.21,401.06,1.73,64.5,1566.77,9.04,207.59,0.27,10.4,-52.22,29.63,6.27,13.21,83.26,2.97,0.05,0.5,0.93,3.66,36.32,26.01,35.74,39.2,25.64,35.16,0.29,0.22,72.43,48.51,0.67,42.93,1.4,5.84,48.69,5.49,9.97,2.84,14.18,6.6,49.76,2.46
44299,1258.29,9.59,0,2486.74,3886.53,0.020017,76.84,11.66,4.94,50.79,391.11,1.75,60.67,305.02,6.23,164.2,1.09,10.9,-54.39,33.45,1.04,4.95,92.52,0.73,0.16,0.59,0.91,0.5,18.39,44.21,35.99,39.58,31.64,28.78,0.33,0.27,87.2,63.34,0.76,46.76,1.38,5.85,44.75,0.67,7.13,2.92,6.5,0.57,42.91,1.91
44300,727.38,0.12,0,2968.14,4028.37,0.060445,106.03,12.86,5.87,50.62,536.28,1.73,63.19,19.21,1.64,318.8,0.08,9.72,-65.01,38.86,1.43,4.24,92.79,0.39,0.06,0.6,0.29,0.61,49.6,19.91,28.89,41.61,19.83,38.56,0.28,0.21,72.5,45.55,5.9,46.62,1.32,5.51,67.07,3.34,10.8,9.28,15.3,1,70.51,2.64
44301,26.82,0,0,2418.66,2731.65,0.015065,79.29,11.67,4.91,52.58,393.07,1.73,65,45.65,5.78,100.26,0,9.49,-63.14,25.54,0,12.16,100,0,0,0.52,0.44,0,36.61,9.8,53.02,33.64,27.86,38.51,0.29,0.17,85.48,52.59,0.82,35.7,1.41,5.95,100,0,34.93,2.82,0.18,0,69.31,0.39
44302,151.15,1.99,0,2114.61,2731.65,0.011454,55.73,9.95,3.75,55.15,347.71,1.72,65.42,1074.72,17.33,93.26,0,11.78,-37.77,19.18,23.87,17.14,65.72,0.67,0,0.55,1.19,0.01,14.44,46.91,36.75,44.49,36.57,18.93,0.27,0.3,89.25,72.72,0.49,41.29,1.36,5.98,93.65,0,8.97,0.56,0.16,20.16,38.55,0.95
44303,3235.96,7.9,0,2559.28,4028.37,0.031019,81.83,11.94,5.29,51.34,437.84,1.75,62.25,247.78,5.68,195.09,0.75,10.48,-52.99,33.17,1.23,5.4,92.91,0.56,0.13,0.58,0.71,0.45,28.31,35.73,34.81,40.64,28.46,30.9,0.31,0.25,83.25,58.97,2.01,45.54,1.36,5.76,49.81,1.35,7.8,4.84,7.26,0.75,53.59,2.14
44304,658.9,168.84,0.28,3229.94,4283.15,0.054891,115.2,14.18,5.92,52.28,448.44,1.71,63.97,24.27,1.28,305.86,0.33,9.64,-67.94,35.7,0.29,8.89,92.51,6.72,0.12,0.51,0.18,7.22,50.24,9.76,36.12,37.97,19.34,42.69,0.29,0.17,60.59,35.18,0.82,42.75,1.41,5.96,0.47,11.28,6.9,3.59,24.63,0.24,54.87,2.94
44305,3323.65,8.8,0,2548.08,4028.37,0.030722,81.22,11.9,5.26,51.36,439.7,1.75,62.31,242.64,5.7,192.18,0.73,10.46,-52.74,32.85,1.2,5.43,92.52,1.01,0.13,0.57,0.72,0.44,27.97,35.59,35.32,40.68,28.51,30.81,0.32,0.26,83.37,59.1,1.97,45.34,1.36,5.76,49.6,1.31,7.61,4.82,7.09,0.73,53.87,2.14
44306,1751.13,28.1,0.02,2619.21,3955.41,0.015381,84,12.33,5.43,51.92,537.18,1.75,63.94,182.46,7.03,190.28,0.06,10.16,-46.67,28.68,1.15,4.77,98.16,1.63,0.21,0.49,0.75,1.09,19.27,56.02,23.58,40.42,27.53,32.05,0.33,0.26,72.64,50.49,0.94,42.23,1.38,5.88,37.62,1.07,11.68,6.56,6.02,0.9,70.43,2.21
44307,3251.64,8.83,0,2556.99,4028.37,0.030972,81.72,11.93,5.28,51.34,438.24,1.75,62.26,246.81,5.69,194.55,0.75,10.48,-52.89,33.11,1.23,5.4,92.78,0.7,0.13,0.58,0.7,0.45,28.33,35.62,34.93,40.65,28.46,30.89,0.31,0.25,83.24,58.96,2,45.5,1.36,5.76,49.76,1.34,7.77,4.82,7.23,0.75,53.65,2.16
44308,19.64,0,0,3402.13,3816.48,0.046683,135.28,13.06,6.05,51.06,461.96,1.69,62.68,10.32,0.2,416.63,0,9.12,-88.27,58.35,0,41.64,100,0,0,0.62,0.43,0.55,52.55,9.56,36.34,43.45,18.26,38.29,0.26,0.16,70.99,44.44,9.92,46.94,1.28,5.22,47.49,2.03,7.08,0.58,18.15,0,74.16,5.58
44309,150.27,0,0,3053.29,3910.18,0.06757,107.93,12.48,6,51.54,532.39,1.73,62.68,9.49,0.34,318.16,1,9.57,-66.39,54.45,2.51,7.43,99.43,0.57,0,0.62,0.22,2.31,55.29,11.28,28.13,39.68,18.47,41.85,0.33,0.2,64.63,37.99,1.86,49.03,1.39,5.28,0.66,6.46,10.84,11.77,14.59,2.07,72.98,2.97
44310,181.47,0,0,3119.08,3886.53,0.03862,110.55,12.29,6,51.76,480.96,1.74,63.92,9.05,0,340.53,1,9.51,-66.2,55.98,1.03,9.59,99.77,0.23,0,0.63,0.37,2.64,59.86,11.55,24.85,37.89,18.91,43.2,0.34,0.21,63.16,36.06,0.94,49.69,1.4,5.52,0,3.99,13.86,8.47,21.37,0.67,66.93,5.31
44311,169.87,0,0,3118.8,4028.37,0.067293,114.94,13.04,5.68,51.41,542.08,1.7,62.24,7.26,0.08,364.21,0.05,9.43,-84.01,50.28,0,8.45,99.24,0.76,0,0.7,0.18,0.52,55.49,6.51,36.05,42.44,18.37,39.19,0.29,0.18,70.48,43.43,8.27,47.38,1.3,5.29,47.49,5.26,10.16,6.72,12.16,0.17,78.45,2.73
44312,235.36,0,0,3069.8,4028.37,0.069088,110.91,13.03,5.7,51.35,559.64,1.72,62.17,6.77,0.06,336.71,0.18,9.56,-81.53,48.39,0.01,7.91,99.4,0.53,0,0.73,0.15,0.38,56.54,6.09,35.35,42.23,18.49,39.28,0.3,0.19,70.44,43.3,7.86,47.72,1.31,5.3,47.49,4.64,10.33,7.73,9.73,0.13,82.27,2.24
44313,56.13,0,0,3207.52,3910.18,0.109511,123.59,12.87,6,51.65,452.74,1.73,61.98,6.07,0,338.92,1,9.2,-79.7,57.92,0.03,8.09,100,0,0,0.53,0.02,3.2,53.31,9.99,33.62,40.26,17.59,42.15,0.31,0.19,63.02,36.97,3.62,47.32,1.37,5.48,0.66,9.42,9.48,3.97,26.31,0,62,2.12
44314,12.03,0,0,3403.95,3777.04,-9998,148.24,12.95,6,53,319.97,1.72,62.91,9.37,0,416.08,1,9.13,-85.84,71.67,0,24.78,97.37,2.63,0,0.47,0.01,7.03,46.42,14.8,30.71,38.87,16.18,44.95,0.33,0.18,55.92,31.06,1.62,45.13,1.39,5.68,0,3.93,6.58,0.53,36.75,0,49.92,9.02
44315,254.13,0,0,3001.82,3886.53,0.041878,102.93,12.22,5.89,51.47,474.27,1.75,64.01,60.18,2.03,307.32,0.86,9.73,-56.9,50.86,0.91,8.81,96.25,0.35,0.05,0.67,0.49,2.5,54.22,16.1,25.18,38.64,20.72,40.64,0.33,0.21,66.84,40.59,0.95,49.03,1.39,5.51,0,3.04,15.24,8.4,15.91,0.52,66.76,4.54
44316,8.66,0,0,2367.88,2667.75,0.010369,67.96,11.27,4.93,50,329.9,1.74,61.42,423.74,11.29,139.27,1,9.84,-23.25,28.25,0,2.5,96.49,0,3.51,1,1.02,0,7.16,54.66,40.53,40.95,33.71,25.34,0.34,0.27,93.73,70.3,0.81,42.53,1.35,6,37.3,0,5.32,0.62,0.8,0,58.36,1.24
44317,447.52,0.85,0,2805.59,3886.53,0.032868,91.96,12.12,5.6,51.01,441.81,1.74,63.71,118.82,3.81,252.85,0.79,10.22,-50.44,43.7,2.34,7.69,87.41,0.37,0.06,0.69,0.59,1.42,40.54,28.57,27.48,39.12,25.03,35.85,0.33,0.23,76.1,50.29,0.86,47.53,1.38,5.59,41.28,1.88,15.52,7.3,10.06,1.26,56.19,3.67
44318,781.06,0,0,1900.96,2278.81,0.008743,37.41,7,3,58.13,130.41,1.73,48.95,100.42,0,9.42,0,11.85,-69.53,12.57,8.74,6.68,92.12,0.37,0.25,0.77,2.05,18.63,70.19,0.6,10.7,30.8,18.77,50.43,0.29,0.29,96.17,47.78,0.14,56.47,1.48,5.99,1,0.08,0,0,2.82,0.02,0.57,0.16
44319,15032.18,66.46,0.03,2279.83,4283.15,0.014742,63.53,10.28,4.44,54.16,316.81,1.73,56.61,409.69,4.83,98.26,0.32,11.1,-48.07,23.21,2.23,5.54,89.62,4.81,0.1,0.58,1.29,3.23,31.05,23.82,41.98,37.82,27.13,35.05,0.31,0.29,87.19,57.08,0.81,43.49,1.41,5.9,39.48,0.95,4.1,2.09,3.91,1.41,35.07,1.21
44322,14163.26,66.86,0.03,2304.31,4283.15,0.015179,65.19,10.48,4.52,53.92,327.66,1.73,57.07,428.8,5.13,103.69,0.34,11.06,-46.73,23.88,1.86,5.47,89.57,5.05,0.09,0.56,1.24,2.34,28.85,25.23,43.65,38.24,27.64,34.12,0.31,0.29,86.67,57.65,0.85,42.8,1.4,5.9,46.06,1,4.35,2.22,3.97,1.48,37.19,1.24
44323,788.62,0,0,1898.79,2278.81,0.009407,37.33,6.99,3,58.13,130.87,1.73,48.97,100.55,0,9.44,0,11.84,-69.32,12.55,8.66,6.68,92.06,0.39,0.24,0.79,2.04,18.57,69.75,0.59,11.23,30.82,18.77,50.41,0.29,0.29,96.11,47.76,0.14,56.26,1.48,5.99,1.17,0.08,0,0,2.8,0.02,0.57,0.18
44324,654.14,5.52,0,2668.27,3886.53,0.02902,85.19,11.93,5.34,50.8,417.12,1.75,63.68,170.2,4.68,215.02,0.89,10.32,-49.16,38.82,1.85,6.98,88.49,0.43,0.24,0.65,0.71,0.97,30.73,38.65,28.24,39.25,27.29,33.46,0.34,0.24,81,55.27,0.8,46.62,1.38,5.71,39.42,1.29,12.22,5.33,9.69,1.01,49.24,3.15
44325,480.26,23.98,0.01,2318.48,3014.54,0.006421,68.94,11.45,4.64,50.33,334.39,1.75,55.81,545.62,9.38,112.49,1.21,11.83,-53.53,28.49,0.2,2.48,98.48,1.52,0,0.51,1.2,0,3.75,45.21,50.42,40.63,38.18,21.19,0.3,0.31,95.27,75.45,0.81,47.11,1.39,6,56.76,0,1.82,0.32,2.55,0.1,31.63,0.41
44326,69.74,0,0,2194.68,2475.19,0.005854,63.18,11,4.16,53.01,361.13,1.75,58.79,174.46,1.66,79.71,2.08,12.33,-77.66,23.49,0,2.48,99.07,0.93,0,0.54,1.29,0,26.46,53.34,18.64,36.81,28.53,34.66,0.39,0.3,79.47,51.92,0.38,49.02,1.42,6,17.45,0,0.28,0,1.29,0,61.31,0.21
44327,248.71,0,0,2242.91,2594.01,0.005388,65.68,11.13,4.94,51.79,256.9,1.75,51.07,1050.22,11,43.46,1,12.24,-57,24.7,0,2.48,97.67,2.26,0.07,0.42,1.58,0,0.31,50.21,49.22,41.92,43.4,14.67,0.27,0.38,99.71,85.14,0.91,60,1.42,6,55.66,0.01,0.5,0.05,1.66,0.01,41.27,0.2
44328,1520.61,224.11,0.16,2661.53,4283.15,0.029166,86.91,12.44,5.04,53.43,395.53,1.73,64.61,1509.4,9.79,195.02,0.24,10.56,-50.65,28.48,7.97,13.6,80.9,2.64,0.04,0.5,0.97,3.26,34.04,27.85,36.2,39.73,26.67,33.6,0.29,0.23,74.27,50.96,0.66,42.63,1.4,5.86,56.62,4.89,9.78,2.58,12.65,7.9,48.64,2.31
44329,166.16,0,0,2140.5,2475.19,0.007878,58.82,10.67,4.07,53.16,409.49,1.75,62.15,173.31,1.63,82.81,1.28,11.7,-61.08,21.09,0,2.48,99.63,0.37,0,0.57,0.86,0,43.97,43.55,12.05,36.16,29.01,34.83,0.39,0.28,66.04,43.11,0.33,53.03,1.43,6,17.45,0,0.16,0,1.07,0,67.36,0.41
44330,698.68,0,0,2188.66,2594.01,0.007287,61.42,10.74,4.57,52.92,284.47,1.74,53.87,752.52,6.79,48.71,0.71,11.82,-68.96,22.37,0,2.48,98.76,1.2,0.04,0.48,1.39,0,12.64,47.97,39.49,39.55,37.02,23.43,0.28,0.35,89.25,69.47,0.62,55.19,1.43,6,56.11,0,0.3,0.02,1.11,0,45.68,0.26
44331,109.09,0,0,2000.68,2121.02,0.006941,47.88,9.16,4,55.13,187.02,1.74,58.32,195.87,0,39.79,0,12.21,-30.58,17.59,0.29,2.48,99.27,0.73,0,0.55,1.64,0,32.49,1.42,66.39,35.02,25.21,39.78,0.33,0.32,99.03,59.69,0.2,33.58,1.44,6,0,0,0,0,0.01,0,13.11,0.02
44332,95.35,0,0,2002.58,2107.21,0.00736,47.98,9.18,4,55.03,173.31,1.74,57.68,197.02,0,38.94,0,12.3,-26.63,17.54,0.34,2.48,99.19,0.81,0,0.57,1.66,0,34.85,1.34,64.14,34.75,24.98,40.27,0.33,0.32,98.94,59.16,0.21,34.55,1.43,6,0,0,0,0,0.02,0,11.34,0.02
44333,5266.75,17.03,0.01,2552.62,4028.37,0.025353,80.93,11.96,5.27,51.67,470.37,1.75,62.96,221.34,6.32,187.71,0.48,10.4,-49.83,30.88,1.69,5.3,93.47,1.99,0.15,0.54,0.75,0.64,25.01,41.84,32.08,40.6,28.23,31.17,0.32,0.26,79.99,56.37,1.58,44.06,1.37,5.81,52.02,1.19,8.78,5.22,6.5,1.17,58.81,2.12
44334,321.75,0,0,2113.02,2475.19,0.007406,56.88,10.53,4.08,53.28,387.28,1.75,61.81,199.65,1.18,80.66,1.17,11.74,-67.28,20.64,0,2.48,95.18,4.82,0,0.53,0.86,0,38.73,49.99,11.53,36.93,28.7,34.37,0.39,0.29,65.28,42.78,0.3,53.15,1.44,6,17.45,0,0.19,0,1.27,0,62.67,0.23
44335,5708.67,16.95,0.01,2515.25,4028.37,0.023954,78.8,11.82,5.18,51.81,461.21,1.74,62.93,218.29,5.9,179.35,0.51,10.5,-50.43,30,1.56,5.13,93.15,2.63,0.14,0.54,0.77,0.59,26.07,41.5,31.46,40.35,28.21,31.44,0.32,0.26,79.51,55.74,1.48,44.46,1.38,5.83,51.9,1.09,8.11,4.82,6.07,1.08,58.2,1.96
44336,748.52,0,0,2171.87,2594.01,0.007045,60.28,10.62,4.53,52.97,286.32,1.75,54.59,711.36,6.33,49.81,0.67,11.76,-66.18,21.99,0,2.48,95.29,4.67,0.04,0.47,1.41,0,13.3,45.04,41.79,39.33,36.3,24.38,0.28,0.34,89.86,68.93,0.59,53.54,1.43,6,56.06,0,0.28,0.02,1.06,0,43.47,0.25
44337,6520.8,16.77,0.01,2470.31,4028.37,0.022069,76.34,11.65,5.09,51.97,440.1,1.72,61.99,274.59,5.9,163.38,0.52,10.64,-52.11,28.95,1.37,4.83,92.98,3.25,0.13,0.53,0.84,0.52,24.63,41.51,33.04,40.21,29.13,30.66,0.32,0.27,80.88,57.33,1.36,45.41,1.38,5.85,52.02,0.96,7.14,4.22,5.44,0.95,56.09,1.75
44338,1640.37,222.81,0.15,2612.95,4283.15,0.027566,84.02,12.19,4.96,53.56,395.05,1.72,64.55,1415.98,9.12,185.8,0.22,10.61,-50.63,27.66,7.39,13.1,79.8,4.81,0.04,0.51,1,3.04,33.85,25.86,38.58,39.62,26.39,33.98,0.29,0.23,75.82,51.52,0.63,41.96,1.4,5.87,56.14,4.53,9.1,2.4,11.74,7.33,48.33,2.16
44339,8162.49,63.58,0.04,2498.87,4283.15,0.023124,77.88,11.76,5.07,52.29,431.09,1.72,62.5,505.5,6.55,167.86,0.46,10.64,-51.8,28.69,2.58,6.49,90.17,3.61,0.11,0.53,0.88,1.02,26.48,38.36,34.16,40.09,28.58,31.33,0.31,0.26,79.87,56.16,1.22,44.72,1.39,5.85,54.06,1.68,7.53,3.85,6.71,2.23,54.51,1.83
44341,8371.66,70.45,0.04,2485.3,4283.15,0.022772,77.08,11.69,5.03,52.38,426.52,1.72,62.43,496.45,6.39,164.76,0.45,10.66,-51.38,28.4,2.52,6.43,89.91,3.99,0.11,0.53,0.9,1,26.45,37.44,35.14,39.99,28.51,31.5,0.31,0.26,80.33,56.28,1.19,44.39,1.39,5.85,53.79,1.63,7.34,3.76,6.54,2.17,53.49,1.81
44342,139.53,0,0,1985.58,2121.02,0.006391,47.32,9.13,3.99,55.37,241.82,1.73,59.16,168.62,0,41.67,0,11.97,-31.14,17.46,0.23,2.5,87.56,12.44,0,0.52,1.62,0,30.71,1.44,67.95,35.17,25.32,39.51,0.33,0.33,99.07,59.98,0.2,33.05,1.44,6,6.95,0,0,0,0.08,0.01,13.68,0.05
44343,9096.77,69.9,0.04,2443.26,4283.15,0.021457,74.55,11.44,4.91,52.71,410.18,1.72,62.16,473.52,5.93,154.85,0.42,10.73,-49.62,27.48,2.4,6.39,89.48,4.29,0.11,0.52,0.96,1.01,25.86,34.96,38.21,39.79,28.38,31.83,0.31,0.27,81.59,56.74,1.12,43.51,1.39,5.86,52.03,1.5,6.77,3.46,6.03,2.07,50.57,1.71
44344,114.27,0,0,2388.35,3014.54,0.005546,71.38,11.89,5.01,50.01,278.16,1.75,55.85,343.2,9.43,141.09,1.31,11.7,-28.7,30.83,0,2.48,99.19,0.81,0,0.54,0.94,0,3.22,31.26,65.21,38.85,36.66,24.49,0.3,0.26,91.38,69.33,0.74,35.44,1.38,6,81.73,0,2.38,0.36,2.12,0,24.07,0.44
44345,239.25,0,0,2006.77,2278.81,0.006112,40.61,7.14,3,58.39,93.4,1.76,49.22,112.21,0,9.84,0,11.84,-75.7,13.21,0,6.68,98.74,1.21,0.04,0.66,1.58,25.65,64.05,0.19,10.39,31.53,20.91,47.56,0.28,0.3,98.99,51.92,0.17,58,1.48,6,0,0.06,0,0,0.05,0,1.82,0
44346,63.23,0,0,2191.58,2679.71,0.019542,46.9,8.02,3.72,56.93,364.88,1.65,75.88,48.44,2.42,40.37,0,10.58,-40.69,16.98,0,1.66,100,0,0,1.23,0.53,0.56,33.16,28.43,38.19,41.18,25.86,32.96,0.3,0.23,80.22,53.02,0.76,39.88,1.27,5.99,0.09,1.66,0.4,0.1,0.95,0.36,47.93,0.02
44347,498.64,19.27,0,2116.14,3135.33,0.016856,44.37,7.36,3.28,55.7,259.83,1.64,73.7,179.96,2.47,26.03,0,10.74,-43.69,15.4,1.67,1.84,99.87,0.04,0.09,0.83,0.52,0.08,23.62,15.11,61.22,41.36,28.21,30.42,0.3,0.19,79.33,54.85,0.5,29.22,1.26,5.99,14.82,2.46,0.04,0.17,1.33,0.62,27.24,0.07
44348,685.82,14.71,0,2074.39,3135.33,0.014513,43.79,7.31,3.21,55.75,261.57,1.64,73.79,156.83,2.3,23.17,0.03,10.84,-42.52,15.04,1.22,1.57,99.91,0.03,0.06,0.81,0.51,0.78,27.94,12.9,58.7,40.3,27.59,32.1,0.29,0.21,82.57,55.55,0.47,31.72,1.27,5.99,14.74,2.18,0.03,0.12,1.16,0.46,25.68,0.06
44349,255.7,0,0,2087.91,2777.26,0.020776,44.28,7.79,3.37,56.86,397.96,1.64,75.81,52.69,1.79,32.12,0.05,10.88,-43.37,15.88,0,0.71,99.74,0,0.26,0.97,0.39,4.13,35.56,15.75,44.4,39.25,22.42,38.33,0.3,0.26,85.76,51.98,0.66,38.49,1.29,6,13.83,1.79,0.23,0.06,3.08,0.18,37.6,0.02
44350,51.2,0,0,2283.66,2867.77,0.020282,45.93,8.14,3.34,56.66,513.27,1.67,77.72,111.87,7.03,43.5,0,10.29,-40.42,18.24,0,0.34,99.49,0.51,0,0.69,0.98,0.12,22.87,55.06,23.46,46.54,31.87,21.59,0.33,0.25,77.58,61.05,0.52,36.24,1.29,6,31.27,0.79,15.3,1.15,0.22,0.24,83.01,0.02
44351,175.18,0,0,2073.71,2775.69,0.01027,43.95,7.99,3.07,57,403.25,1.66,75.99,127.04,4.21,24.75,0.2,10.86,-72.65,15.46,0,0.34,99.61,0.39,0,0.6,0.53,15.96,29.66,16.25,38.46,36.65,19.95,43.4,0.3,0.28,90.22,49.68,0.51,39.88,1.34,6,0,2.69,0.92,0.16,0.94,0.27,42.07,0
44352,224.14,0,0,2023.79,2775.69,0.009398,43.43,7.78,3.06,57.01,373.58,1.66,75.87,101.6,3.29,22.84,0.27,11.09,-80.35,15.26,0,0.34,99.67,0.33,0,0.56,0.52,25.78,24.78,12.7,38.32,33.9,16.97,49.13,0.29,0.28,92.31,45.45,0.52,41.32,1.36,6,0,2.27,0.72,0.12,0.74,0.21,33.25,0
44353,246.98,0,0,2029.34,2867.77,0.010915,43.82,7.8,3.08,56.65,393.95,1.66,77.07,49.63,2.42,23.57,0.1,11.14,-69.33,16.66,0,0.34,99.86,0.14,0,0.52,0.72,25.82,24.2,19.84,32.67,35.2,18.92,45.88,0.3,0.28,90.82,47.3,0.48,41.74,1.36,6,21.69,1.19,4.59,0.27,0.07,0.11,34.64,0.01
44354,1074.03,0,0,1908.03,2867.77,0.008363,42.11,7.26,2.63,56.59,299.8,1.64,75.32,178.58,1.49,19.17,0.23,11.31,-57.3,16.71,0,0.36,98.67,0.11,1.22,0.48,0.66,16.3,26.63,12.32,46.6,36.94,18.09,44.98,0.31,0.26,80.79,42.24,0.56,36.74,1.36,6,9.97,0.85,1.21,0.09,0.33,0.07,19.79,0.01
44355,1509.24,7.62,0,1970.54,3135.33,0.014728,42.34,7.27,3.12,56.65,305.2,1.64,74.51,91.31,1.49,21.97,0.09,10.83,-66.12,14.09,0.59,0.96,99.78,0.05,0.17,0.71,0.4,11.55,27.75,9.14,54.06,36.45,21.33,42.23,0.29,0.24,87.31,49.22,0.51,35.83,1.32,5.99,10.53,3.67,0.05,0.06,1.14,0.25,19.04,0.08
44356,1677.52,7.1,0,1930.47,3135.33,0.014149,41.35,7.19,3.01,56.78,291.62,1.64,74.53,96.64,1.36,21.37,0.09,10.82,-63.66,13.82,0.53,0.9,99.77,0.08,0.16,0.68,0.42,10.65,27.93,8.47,55.18,36.84,21.4,41.76,0.29,0.24,86.2,49.03,0.51,35.02,1.32,6,9.18,3.48,0.05,0.06,1.05,0.23,17.17,0.09
44357,1805.01,6.96,0,1897.79,3135.33,0.013908,40.33,7.1,2.94,56.68,279.01,1.65,74.51,93.78,1.27,20.99,0.09,10.85,-61.57,13.45,0.49,0.86,99.78,0.07,0.15,0.66,0.42,11.14,27.93,8.79,54.35,36.67,20.83,42.5,0.29,0.24,86.49,48.59,0.51,35.24,1.32,6,9.13,3.33,0.04,0.05,1.02,0.21,15.94,0.09
44358,1263.09,0,0,1875.81,2867.77,0.008102,40.84,7.1,2.54,56.55,280.35,1.66,75.12,159.62,1.26,18.69,0.19,11.3,-52.93,16.07,0,0.36,98.72,0.11,1.17,0.42,0.58,17.16,27.12,12.72,44.95,36.41,17.13,46.46,0.3,0.26,82.73,42.25,0.56,37.59,1.37,6,9.97,0.98,1.03,0.08,0.29,0.06,16.83,0.01
44359,3571.73,7.04,0,1870.33,3135.33,0.01221,39.92,6.92,2.62,56.33,263.01,1.57,74.65,110.72,1.1,19.48,0.11,11.05,-55.4,14.14,0.25,0.62,99.49,0.08,0.43,0.52,0.44,14.31,27.41,10.69,49.61,36.16,18.38,45.46,0.3,0.25,84.23,44.57,0.53,36.88,1.35,6,8.83,2.11,0.38,0.05,0.62,0.13,14.32,0.07
44361,92.6,0,0,2136.55,2333.54,0.001193,30.02,6,3,56.4,101.26,1.58,56.43,114.65,0.58,10.82,0,12.7,-19.73,6.06,0,1.76,100,0,0,0.63,0.72,23.29,17.06,10.45,50.1,34.34,17.09,48.57,0.32,0.3,90.55,46.57,0.32,35.64,1.37,5.88,0,8.9,0,0,3.8,0,0,0.06
44362,362.92,0.44,0,2323.86,2580.08,0.008578,71,9.32,5.31,62.95,132.26,1.57,61.08,129.43,0.16,12.92,0,11.38,-42.75,31.11,0,5.62,99.71,0,0.29,0.48,0.89,3.03,40.38,19.26,37.38,42.16,23.12,34.72,0.32,0.24,77.54,50.48,0.66,36.36,1.31,6,0,0,0.21,0.09,3.81,0,2.83,1.19
44363,130.54,0.93,0,2342.03,2545.33,0.006841,78.17,9.74,5.39,63.64,142.9,1.59,61.19,167.38,0.43,13,0,11.24,-29.82,32.62,0,5.62,100,0,0,0.5,0.84,0.85,35.76,18.98,45.29,43.48,23.69,32.83,0.32,0.24,76.04,51.19,0.73,32.79,1.31,6,0,0,0.33,0.12,1.46,0,4.71,1.07
44364,451.37,0.43,0,2283.19,2580.08,0.007746,63.46,8.87,5.06,62.16,131.59,1.58,61.06,142.83,0.13,12.74,0,11.62,-46.78,26.73,0,5.62,99.77,0,0.23,0.48,0.93,2.44,42.26,20.37,34.69,42.14,23.25,34.62,0.32,0.25,79.11,51.63,0.6,37.43,1.31,6,0,0.18,0.17,0.07,3.71,0,2.27,1.03
44365,505.38,0,0,2100.42,2333.54,0.002542,28.79,6.08,3.07,56.41,94.97,1.59,58.12,1022.76,1.59,11.05,0,12.61,-16.36,6,0,2.29,99.98,0,0.02,0.54,0.78,7.19,22.65,18.44,52.57,41.05,24.9,34.05,0.34,0.31,89.76,59.63,0.27,39.66,1.31,5.97,0,2.51,0,0,7.78,0,0,0.08
44366,882.81,56.78,0,2086.39,2388,0.002388,29.59,6.38,3.43,56.62,97.74,1.59,58.16,1033.87,0.96,11.23,0,12.67,-20.49,6.96,0,3.38,99.66,0.33,0.01,0.47,0.85,6.35,31.25,20.89,42.41,39.16,22.41,38.43,0.33,0.3,88.18,54.71,0.3,40.72,1.32,5.98,0,2.06,0,0,7.16,0,0,0.1
